#-20.761
3800	0.000 
3900	0.061 
4000	0.167 
4100	0.355 
4200	0.554 
4300	0.688 
4400	0.796 
4500	0.868 
4600	0.926 
4700	0.961
4800	0.986 
4900	0.999 
5000	1.000 
5100	0.983 
5200	0.946 
5300	0.882 
5400	0.803 
5500	0.694 
5600	0.547 
5700	0.398 
5800	0.267 
5900	0.165 
6000	0.090 
6100	0.044 
6200	0.020 
6300	0.000 
